HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,class,cluster
-0.9506262218221118,-0.9249061830568897,-0.7971536449711327,-0.2391303020027826,-0.2481885446599603,-0.8015031798028882,Bulbasaur,1
-0.3628220964103872,-0.5241302027314176,-0.3479174155418942,0.2195595355984632,0.2911563549994967,-0.2850152538210035,Ivysaur,1
0.4209167374719121,0.0924482285385391,0.2938486264998751,0.8311459857334578,1.0102828878787729,0.4036353141548428,Venusaur,0
0.4209167374719121,0.6473688166815004,1.5773807105834137,1.5038910808819517,1.729409420758049,0.4036353141548428,VenusaurMega Venusaur,0
-1.1857478719868015,-0.8324194183663961,-0.9896834575836636,-0.3920269145365312,-0.7875334443194173,-0.1128526118270419,Charmander,1
-0.4411959797986172,-0.462472359604422,-0.5083589260523366,0.2195595355984632,-0.2481885446599603,0.4036353141548428,Charmeleon,1
0.3425428540836822,0.1541060716655349,0.1334071159894327,1.1063598882942052,0.4709379882193158,1.0922858821306891,Charizard,0
0.3425428540836822,1.5722364635864357,1.192321085358352,1.7485256609359494,0.4709379882193158,1.0922858821306891,CharizardMega Charizard X,0
0.3425428540836822,0.7706845029354917,0.1334071159894327,2.6353260136316914,1.5496277875382298,1.0922858821306891,CharizardMega Charizard Y,0
-0.9898131635162268,-0.9557351046203876,-0.2837408113377173,-0.6978201396040286,-0.2841448713039241,-0.8703682366004729,Squirtle,1
-0.4020090381045021,-0.4933012811679198,0.1975837201936097,-0.2391303020027826,0.2911563549994967,-0.3538803106185881,Wartortle,1
0.3817297957777972,0.123277150102037,0.839349762235379,0.3724561481322118,1.1900645210985918,0.3347702573572582,Blastoise,2
0.3817297957777972,0.7398555813719939,1.4811158042771484,1.9014222734696984,1.5496277875382298,0.3347702573572582,BlastoiseMega Blastoise,0
-0.9506262218221118,-1.5106556927633488,-1.2463898744003714,-1.6151998148065203,-1.8662232436383317,-0.8015031798028882,Caterpie,1
-0.754691513351537,-1.8189449083983271,-0.604623832358602,-1.4623032022727716,-1.6864416104185125,-1.3179911057847729,Metapod,1
-0.3628220964103872,-1.0482218693108811,-0.7650653428690443,0.5253527606659605,0.2911563549994967,0.0593100301669196,Butterfree,1
-1.146560930292687,-1.3565110849458597,-1.4068313849108136,-1.6151998148065203,-1.8662232436383317,-0.6293405378089266,Weedle,1
-0.9506262218221118,-1.6648003005808378,-0.7650653428690443,-1.4623032022727716,-1.6864416104185125,-1.1458284637908114,Kakuna,1
-0.1668873879398123,0.3390796010465219,-1.085948363889929,-0.8507167521377771,0.2911563549994967,0.2314726721608812,Beedrill,1
-0.1668873879398123,2.188814894856393,-1.085948363889929,-1.7680964273402688,0.2911563549994967,2.6417496600763433,BeedrillMega Beedrill,0
-1.146560930292687,-1.0482218693108811,-1.085948363889929,-1.1565099772052745,-1.3268783439788745,-0.4227453674161727,Pidgey,1
-0.2452612713280423,-0.5857880458584134,-0.604623832358602,-0.6978201396040286,-0.7875334443194173,0.0937425585657119,Pidgeotto,1
